PRESIDENTIAL ELECTORS (Vote For 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hillary Clinton,,,,,,Donald J. Trump,,,,,,Gary Johnson,,,,,,WRITE-IN,,,,,,Jill Stein,,,,,,Darrell L. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Registered Voters,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 4 DIST 4,658,204,16,0,0,0,220,282,12,0,0,0,294,15,0,0,0,0,15,1,1,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 4 DIST 5,516,179,10,1,0,0,190,170,7,0,0,0,177,7,0,0,0,0,7,4,0,0,0,0,4,2,2,0,0,0,4,3,1,0,0,0,4,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 5 DIST 1,716,212,7,0,0,0,219,309,17,0,0,0,326,23,2,0,0,0,25,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 5 DIST 2,676,255,19,0,0,0,274,248,26,1,0,0,275,13,7,0,0,0,20,5,0,0,0,0,5,4,2,0,0,0,6,3,0,0,0,0,3,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 5 DIST 3,532,199,10,1,0,0,210,197,8,0,0,0,205,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 5 DIST 4,352,116,8,0,0,0,124,139,4,0,0,0,143,7,0,0,0,0,7,5,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,1,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 5 DIST 5,766,253,8,0,0,0,261,298,4,0,0,0,302,11,0,0,0,0,11,6,1,0,0,0,7,2,1,0,0,0,3,1,1,0,0,0,2,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 6 DIST 1,624,194,12,0,0,0,206,251,8,0,0,0,259,16,2,0,0,0,18,2,1,0,0,0,3,2,0,0,0,0,2,1,0,0,0,0,1,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 6 DIST 2,675,217,12,0,0,0,229,277,6,0,0,0,283,13,1,0,0,0,14,3,1,0,0,0,4,3,0,0,0,0,3,0,1,0,0,0,1,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 6 DIST 3,544,173,6,0,0,0,179,227,3,0,0,0,230,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,3,2,0,0,0,0,2,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 6 DIST 4,333,116,10,0,0,0,126,126,6,0,0,0,132,4,0,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 6 DIST 5,550,198,9,0,0,0,207,219,6,0,0,0,225,12,0,0,0,0,12,2,1,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 7 DIST 1,587,190,12,0,0,0,202,204,2,0,0,0,206,13,0,0,0,0,13,8,0,0,0,0,8,2,0,0,0,0,2,3,0,0,0,0,3,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 7 DIST 2,791,283,9,0,0,0,292,288,7,0,0,0,295,9,0,0,0,0,9,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 7 DIST 3,636,198,2,0,0,0,200,229,9,0,0,0,238,9,0,0,0,0,9,7,0,0,0,0,7,1,1,0,0,0,2,3,0,0,0,0,3,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALER WARD 7 DIST 4,1013,345,20,0,0,0,365,380,11,0,0,0,391,17,2,0,0,0,19,8,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARPSBURG DIST 1,577,199,11,0,0,0,210,102,8,0,0,0,110,8,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,7,2,0,0,0,0,2,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARPSBURG DIST 2,794,304,12,0,0,0,316,166,2,0,0,0,168,8,0,0,0,0,8,1,0,0,0,0,1,9,0,0,0,0,9,0,0,0,0,0,0,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARPSBURG DIST 3,853,271,7,0,0,0,278,245,1,0,0,0,246,10,1,0,0,0,11,7,0,0,0,0,7,3,0,0,0,0,3,3,1,0,0,0,4,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 1,558,210,9,0,0,0,219,227,11,0,0,0,238,6,1,0,0,0,7,3,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 2,1078,335,22,0,0,0,357,447,26,1,0,0,474,17,1,0,0,0,18,6,0,0,0,0,6,2,0,0,0,0,2,2,0,0,0,0,2,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 3,1432,494,28,1,0,0,523,538,23,0,0,0,561,19,2,0,0,0,21,12,0,0,0,0,12,1,0,0,0,0,1,2,2,0,0,0,4,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 4,852,259,14,2,0,0,275,323,12,1,0,0,336,13,1,0,0,0,14,2,0,0,0,0,2,7,1,0,0,0,8,2,0,0,0,0,2,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 5,830,250,9,0,0,0,259,330,13,0,0,0,343,12,0,0,0,0,12,6,1,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 6,1188,356,22,1,0,0,379,435,19,0,0,0,454,26,2,0,0,0,28,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 7,627,206,4,0,0,0,210,226,14,0,0,0,240,10,2,0,0,0,12,4,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 8,1480,496,24,0,0,0,520,583,34,0,0,0,617,13,0,0,0,0,13,16,2,0,0,0,18,0,0,0,0,0,0,3,0,1,0,0,4,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 9,651,160,32,0,0,0,192,201,25,1,0,0,227,9,1,0,0,0,10,4,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 10,787,254,12,1,0,0,267,258,9,0,0,0,267,23,0,0,0,0,23,8,0,1,0,0,9,5,0,0,0,0,5,2,1,0,0,0,3,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 11,919,264,2,1,0,0,267,402,9,0,0,0,411,18,0,0,0,0,18,7,1,0,0,0,8,2,0,0,0,0,2,2,0,0,0,0,2,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S FAYETTE DIST 12,485,148,3,0,0,0,151,153,11,0,0,0,164,7,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 1,726,210,15,0,0,0,225,314,26,0,0,0,340,11,1,0,0,0,12,3,0,0,0,0,3,1,0,0,0,0,1,4,0,0,0,0,4,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 2,761,244,12,0,0,0,256,305,5,0,0,0,310,14,0,0,0,0,14,4,0,0,0,0,4,1,0,0,0,0,1,2,0,0,0,0,2,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 3,606,173,8,0,0,0,181,263,6,0,0,0,269,20,0,0,0,0,20,1,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 4,466,158,8,0,0,0,166,141,5,0,0,0,146,7,0,0,0,0,7,1,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 5,746,244,13,0,0,0,257,292,5,0,0,0,297,20,0,0,0,0,20,5,0,0,0,0,5,3,0,0,0,0,3,3,1,0,0,0,4,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 6,861,285,15,0,0,0,300,321,11,1,0,0,333,16,0,0,0,0,16,7,0,0,0,0,7,3,0,0,0,0,3,1,0,0,0,0,1,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 7,1101,364,17,0,0,0,381,418,16,0,0,0,434,17,0,0,0,0,17,9,2,0,0,0,11,6,0,0,0,0,6,4,0,0,0,0,4,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 8,512,181,3,0,0,0,184,219,12,0,0,0,231,10,1,0,0,0,11,0,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,3,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 9,807,255,20,0,0,0,275,305,9,1,0,0,315,10,0,0,0,0,10,8,2,0,0,0,10,1,0,0,0,0,1,2,1,0,0,0,3,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 10,844,256,11,0,0,0,267,365,11,0,0,0,376,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 11,596,184,8,0,0,0,192,207,6,0,0,0,213,9,1,0,0,0,10,11,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,1,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 12,569,182,11,0,0,0,193,195,9,0,0,0,204,12,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH PARK DIST 13,1001,284,6,0,0,0,290,474,12,0,0,0,486,15,1,0,0,0,16,4,0,0,0,0,4,2,0,0,0,0,2,3,0,0,0,0,3,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S VERSAILLES,209,35,2,0,0,0,37,117,2,0,0,0,119,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGDAL BR DIST 1,696,179,10,1,25,0,215,235,1,0,22,0,258,10,1,0,1,0,12,8,0,0,0,0,8,3,0,0,1,0,4,2,0,0,1,0,3,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGDAL BR DIST 2,593,154,8,0,0,0,162,248,5,0,0,0,253,13,0,0,0,0,13,9,0,0,0,0,9,3,0,0,0,0,3,2,0,0,0,0,2,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGDAL BR DIST 3,522,169,6,1,0,0,176,178,1,0,0,0,179,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,2,0,0,0,0,2,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGDAL BR DIST 4,438,127,11,0,0,0,138,161,6,0,0,0,167,8,1,0,0,0,9,1,0,0,0,0,1,3,0,0,0,0,3,2,0,0,0,0,2,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGDALE TWP,1161,335,17,0,0,0,352,480,14,0,0,0,494,17,0,0,0,0,17,7,0,0,0,0,7,6,0,0,0,0,6,1,0,0,0,0,1,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 1,416,169,1,0,0,0,170,96,0,0,0,0,96,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,4,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 2 DIST 1,184,46,1,0,0,0,47,46,0,0,0,0,46,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 2 DIST 2,695,298,10,1,0,0,309,144,5,0,0,0,149,8,1,0,0,0,9,3,1,0,0,0,4,5,0,0,0,0,5,1,0,0,0,0,1,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 3,388,112,4,0,0,0,116,107,2,0,0,0,109,7,0,0,0,0,7,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 4 DIST 1,382,112,3,0,0,0,115,107,4,0,0,0,111,7,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 4 DIST 2,367,119,10,0,0,0,129,145,4,0,0,0,149,7,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 5,505,165,3,0,0,0,168,121,3,0,0,0,124,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 6,467,165,7,1,0,0,173,74,2,1,0,0,77,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,1,0,0,0,0,1,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 7,295,117,0,0,0,0,117,48,1,1,0,0,50,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 8,436,127,4,1,0,0,132,71,2,0,0,0,73,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOWE WARD 9,334,126,10,0,0,0,136,38,1,0,0,0,39,3,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 1,910,438,13,2,0,0,453,83,0,0,0,0,83,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,1,0,0,0,0,1,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 2,752,405,12,1,0,0,418,59,5,0,0,0,64,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 3,691,325,14,1,0,0,340,52,1,0,0,0,53,7,0,0,0,0,7,8,0,0,0,0,8,5,0,0,0,0,5,2,0,0,0,0,2,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 4,631,301,8,1,0,0,310,101,1,0,0,0,102,11,0,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 5,758,423,3,2,0,0,428,94,0,1,0,0,95,12,0,0,0,0,12,1,0,0,0,0,1,8,0,0,0,0,8,1,0,0,0,0,1,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 6,403,210,4,0,0,0,214,30,1,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 7,663,367,5,0,0,0,372,80,4,0,0,0,84,10,1,0,0,0,11,3,1,0,0,0,4,7,0,0,0,0,7,0,1,0,0,0,1,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 8,734,368,7,1,0,0,376,90,2,0,0,0,92,20,0,0,0,0,20,2,0,0,0,0,2,10,0,0,0,0,10,2,0,0,0,0,2,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 9,652,361,12,0,0,0,373,71,2,0,0,0,73,10,1,0,0,0,11,7,0,0,0,0,7,6,0,0,0,0,6,2,0,0,0,0,2,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 10,233,119,4,0,0,0,123,14,0,0,0,0,14,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWISSVALE DIST 11,675,414,36,0,0,0,450,68,3,0,0,0,71,9,0,0,0,0,9,4,0,0,0,0,4,9,1,0,0,0,10,0,0,0,0,0,0,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARENTUM WARD 1 DIST 1,669,189,4,3,0,0,196,184,2,1,0,0,187,14,0,0,0,0,14,2,0,0,0,0,2,6,0,0,0,0,6,1,0,0,0,0,1,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARENTUM WARD 1 DIST 2,479,155,7,1,0,0,163,150,6,0,0,0,156,17,2,0,0,0,19,2,0,0,0,0,2,4,0,0,0,0,4,1,0,0,0,0,1,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARENTUM WARD 2,529,148,6,0,0,0,154,125,5,1,0,0,131,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,1,0,0,0,0,1,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARENTUM WARD 3 DIST 1,303,59,5,0,0,0,64,92,3,0,0,0,95,10,0,0,0,0,10,4,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARENTUM WARD 3 DIST 2,600,135,3,1,0,0,139,208,6,0,0,0,214,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THORNBURG,414,150,13,0,0,0,163,145,13,0,0,0,158,5,0,0,0,0,5,4,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENNSBURY VILL,599,228,6,0,0,0,234,183,6,0,0,0,189,20,0,0,0,0,20,4,0,0,0,0,4,4,0,0,0,0,4,2,0,0,0,0,2,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAFFORD,46,10,0,0,0,0,10,18,0,0,0,0,18,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE CREEK WD 1 DIST 1,819,277,9,1,0,0,287,250,11,0,0,0,261,6,0,0,0,0,6,2,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE CREEK WD 1 DIST 2,401,167,2,0,0,0,169,96,1,0,0,0,97,3,0,0,0,0,3,1,0,0,0,0,1,6,0,0,0,0,6,1,0,0,0,0,1,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE CREEK WD 2 DIST 1,675,283,5,0,0,0,288,114,4,0,0,0,118,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,1,0,0,0,0,1,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE CREEK WD 2 DIST 2,323,119,3,0,0,0,122,69,2,0,0,0,71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE CREEK WD 3 DIST 1,622,220,4,0,0,0,224,114,5,0,0,0,119,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURTLE CREEK WD 3 DIST 2,479,160,10,0,0,0,170,131,3,0,0,0,134,2,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,1,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UP ST CLAIR WARD 1 DIST 1,689,241,35,0,0,0,276,247,19,0,0,0,266,11,0,0,0,0,11,7,2,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,2,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UP ST CLAIR WARD 1 DIST 2,825,276,28,0,0,0,304,291,26,0,0,0,317,15,1,0,0,0,16,14,0,0,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
